Time (Sec);S20;S22;S23;S24;S25;S26;S27;S28;S29;S32;S33;S34;S35;S36;S37;S39;S42;S43;
0.8266666666666667;99.9887776;19160.0;99.9887776;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.986032;99.986032;
0.9266666666666666;99.9887776;19160.0;99.9887776;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.986032;99.986032;
1.0266666666666666;99.9887776;19160.0;99.9887776;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.986032;99.986032;
1.0396080000000003;99.9886776;19160.0;99.9886776;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.986032;99.986032;
1.0492813333333335;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.986032;99.986032;
1.0589546666666667;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989464;99.989364;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.986032;99.986032;
1.068628;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.986032;99.986032;
1.0783013333333333;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989464;99.989464;99.989464;99.989464;99.989464;99.986032;99.986032;
1.0879746666666668;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989464;99.989464;99.989464;99.986032;99.986032;
1.097648;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989464;99.989364;99.986032;99.986032;
1.1073213333333332;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.986032;
1.1169946666666664;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.1266666666666663;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.139608;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.1492813333333332;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.1589546666666664;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.1686279999999996;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.178301333333333;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.1879746666666664;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.1976479999999996;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.2073213333333328;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.226666666666666;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.326666666666666;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.426666666666666;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.5266666666666662;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.6266666666666663;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.7266666666666663;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.8266666666666664;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
1.9266666666666665;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
2.0266666666666664;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.98593199999999;
2.107321333333333;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98583199999999;99.98593199999999;
2.1169946666666664;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98583199999999;99.98583199999999;
2.126666666666666;99.9886776;19160.0;99.9886776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98583199999999;99.98583199999999;
2.139608;99.9885776;19160.0;99.9885776;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98583199999999;99.98583199999999;
2.149281333333333;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98583199999999;99.98583199999999;
2.1589546666666664;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.989364;99.98926399999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98583199999999;99.98583199999999;
2.1686279999999996;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98583199999999;99.98583199999999;
2.1783013333333328;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.98583199999999;99.98583199999999;
2.187974666666666;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.989364;99.989364;99.989364;99.98583199999999;99.98583199999999;
2.197647999999999;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.989364;99.98926399999999;99.98583199999999;99.98583199999999;
2.2073213333333324;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.2169946666666656;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.2266666666666652;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.239607999999999;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.2492813333333324;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.2589546666666656;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.2686279999999988;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.278301333333332;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.287974666666665;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.2976479999999984;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.3073213333333316;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.3266666666666644;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.4266666666666645;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.5266666666666646;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.6266666666666647;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.726666666666665;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.826666666666665;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
2.926666666666665;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
3.026666666666665;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
3.126666666666665;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.98583199999999;
3.2073213333333324;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.98583199999999;
3.2169946666666656;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.98573199999998;
3.2266666666666652;99.9885776;19160.0;99.9885776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.98573199999998;
3.239607999999999;99.9884776;19160.0;99.9884776;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.98573199999998;
3.2492813333333324;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.98573199999998;
3.2589546666666656;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98926399999999;99.98916399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.98573199999998;
3.2686279999999988;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.98573199999998;
3.278301333333332;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.98573199999998;
3.287974666666665;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.98573199999998;
3.2976479999999984;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98926399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.3073213333333316;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.3169946666666648;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.3266666666666644;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.3396079999999984;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.3492813333333316;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.3589546666666648;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.368627999999998;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.378301333333331;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.3879746666666644;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.3976479999999976;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.4073213333333308;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.4266666666666636;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.5266666666666637;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.626666666666664;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.726666666666664;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.826666666666664;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
3.926666666666664;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
4.026666666666664;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
4.126666666666663;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
4.226666666666663;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98573199999998;
4.30732133333333;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98563199999998;99.98573199999998;
4.316994666666663;99.9884776;19160.0;99.9884776;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98563199999998;99.98563199999998;
